country,club,player,playerShort,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,pos_cat
England,Arsenal FC,Sébastien Squillaci,sebastien-squillaci,11.08.1980,183,76,Center Back,365,185,92,88,23,37,0,2,Defender
Germany,1899 Hoffenheim,Sejad Salihović,sejad-salihovic,08.10.1984,180,81,Center Midfielder,340,137,81,122,90,77,4,2,Midfielder
France,Olympique Marseille,Sénah Mango,senah-mango,13.12.1989,181,78,Center Back,3,0,2,1,0,1,0,0,Defender
Germany,SpVgg Greuther Fürth,Sercan Sararer,sercan-sararer,27.11.1989,180,83,Left Winger,175,74,41,60,36,13,2,0,Forward
Germany,VfB Stuttgart,Serdar Taşçı,serdar-tasci,24.04.1987,186,75,Center Back,292,142,58,92,16,45,0,3,Defender
Spain,Real Valladolid,Sereno,sereno,18.05.1985,188,78,Center Back,132,51,32,49,5,35,2,4,Defender
France,Toulouse FC,Serge Aurier,serge-aurier,24.12.1992,176,76,Right Fullback,124,39,39,46,8,21,0,1,Defender
England,Arsenal FC,Serge Gnabry,serge-gnabry,14.07.1995,173,73,missing,27,17,3,7,8,0,0,0,Missing
Spain,FC Barcelona,Sergi Roberto,sergi-roberto,07.02.1992,177,70,missing,129,72,26,31,11,17,0,0,Missing
Spain,Celta Vigo,Sergio Álvarez,sergio-alvarez_3,03.08.1986,179,75,Goalkeeper,29,19,3,7,0,0,0,1,Defender
Germany,FC Schalke 04,Sergio Escudero,sergio-escudero_3,02.09.1989,176,67,Left Fullback,89,34,23,32,5,16,1,0,Defender
Spain,Espanyol Barcelona,Sergio García,sergio-garcia,09.06.1983,174,72,Center Forward,313,111,88,114,73,41,2,2,Forward
Spain,Real Madrid,Sergio Ramos,sergio-ramos,30.03.1986,183,75,Right Fullback,548,369,81,98,58,152,12,7,Defender
Spain,Málaga CF,Sergio Sánchez,sergio-sanchez_2,03.04.1986,185,76,Right Fullback,174,66,46,62,5,53,3,1,Defender
Spain,Espanyol Barcelona,Sergio Tejera,sergio-tejera,28.05.1990,180,75,Attacking Midfielder,57,16,12,29,1,19,0,0,Midfielder
England,Everton FC,Shane Duffy,shane-duffy,01.01.1992,193,74,Center Back,83,21,25,37,4,13,0,0,Defender
England,Newcastle United,Shane Ferguson,shane-ferguson,12.07.1991,178,73,missing,86,26,15,45,2,7,0,1,Missing
England,West Bromwich Albion,Shane Long,shane-long,22.01.1987,178,71,missing,345,132,87,126,89,32,0,2,Missing
England,Reading FC,Shaun Cummings,shaun-cummings,25.02.1989,183,76,missing,87,40,21,26,0,6,0,0,Missing
England,Queens Park Rangers,Shaun Derry,shaun-derry,06.12.1977,178,69,Defensive Midfielder,423,155,120,148,8,78,1,3,Midfielder
England,Wigan Athletic,Shaun Maloney,shaun-maloney,24.01.1983,173,69,Left Midfielder,292,159,47,86,57,14,0,0,Midfielder
England,Queens Park Rangers,Shaun Wright-Phillips,shaun-wright-phillips,25.10.1981,168,64,Right Winger,461,210,111,140,58,22,1,0,Forward
Germany,1. FSV Mainz 05,Shawn Parker,shawn-parker,07.03.1993,179,76,Center Forward,126,52,32,42,31,18,2,2,Forward
England,Aston Villa,Shay Given,shay-given,20.04.1976,188,84,Goalkeeper,665,272,180,213,0,20,0,1,Defender
England,Manchester United,Shinji Kagawa,shinji-kagawa,17.03.1989,172,63,Attacking Midfielder,194,116,35,43,58,9,0,0,Midfielder
Germany,VfB Stuttgart,Shinji Okazaki,shinji-okazaki,16.04.1986,173,70,Center Forward,263,120,58,85,90,18,0,0,Forward
England,Newcastle United,Shola Ameobi,shola-ameobi,12.10.1981,191,84,missing,393,161,97,135,75,34,0,1,Missing
France,Paris Saint-Germain,Siaka Tiéné,siaka-tiene,22.02.1982,176,72,Left Fullback,224,97,78,49,9,51,5,1,Defender
France,Évian Thonon Gaillard,Sidney Govou,sidney-govou,27.07.1979,175,72,Right Winger,473,250,126,97,73,55,3,0,Forward
Germany,Bayer Leverkusen,Sidney Sam,sidney-sam,31.01.1988,174,71,Attacking Midfielder,251,119,64,68,61,29,1,0,Midfielder
France,Olympique Lyon,Sidy Koné,sidy-kone,06.06.1992,185,73,missing,7,3,3,1,0,0,0,1,Missing
France,AC Ajaccio,Sigamary Diarra,sigamary-diarra,10.01.1984,173,69,Left Midfielder,186,63,59,64,12,12,0,1,Midfielder
Spain,Atlético Madrid,Sílvio,silvio_2,28.09.1987,178,72,Right Fullback,141,61,37,43,3,30,1,0,Defender
Spain,Espanyol Barcelona,Simão,simao,31.10.1979,170,64,Left Midfielder,479,225,108,146,94,56,3,1,Midfielder
England,Norwich City,Simeon Jackson,simeon-jackson,28.03.1987,175,70,missing,193,59,56,78,48,10,0,0,Missing
England,Huddersfield Town,Simon Church,simon-church,10.12.1988,183,84,Center Forward,210,85,47,78,43,7,1,0,Forward
England,Fulham FC,Simon Davies,simon-davies,23.10.1979,178,72,Left Midfielder,411,143,99,169,41,22,1,0,Midfielder
Germany,FC Augsburg,Simon Jentzsch,simon-jentzsch,04.05.1976,196,96,Goalkeeper,462,178,109,175,0,25,0,1,Defender
Germany,VfL Wolfsburg,Simon Kjær,simon-kjaer,26.03.1989,190,82,Center Back,244,107,63,74,10,44,1,1,Defender
England,Sunderland AFC,Simon Mignolet,simon-mignolet,06.03.1988,193,88,Goalkeeper,229,84,63,82,0,9,0,0,Defender
France,FC Sochaux,Simon Pouplin,simon-pouplin,28.05.1985,185,78,Goalkeeper,203,74,51,78,0,11,0,0,Defender
Germany,Bayer Leverkusen,Simon Rolfes,simon-rolfes,21.01.1982,191,83,Defensive Midfielder,501,241,100,160,67,40,0,1,Midfielder
France,AS Nancy,Simon Zenke,simon-zenke,24.12.1988,178,85,missing,104,22,33,49,8,11,1,1,Missing
Spain,Granada CF,Siqueira,siqueira,28.04.1986,184,76,Left Midfielder,180,71,44,65,15,32,6,1,Midfielder
Spain,CA Osasuna,Sisi,sisi,22.04.1986,168,68,Left Winger,179,69,42,68,12,31,1,0,Forward
France,FC Sochaux,Sloan Privat,sloan-privat,24.07.1989,186,83,Center Forward,156,41,51,64,42,8,0,0,Forward
Germany,VfL Wolfsburg,Slobodan Medojević,slobodan-medojevic,20.11.1990,183,78,missing,116,60,32,24,5,20,1,0,Missing
Germany,Hamburger SV,Slobodan Rajković,slobodan-rajkovic,03.02.1989,191,88,Center Back,134,58,33,43,4,19,0,2,Defender
Germany,Hannover 96,Sofian Chahed,sofian-chahed,18.04.1983,178,73,Defensive Midfielder,237,103,58,76,9,35,2,1,Midfielder
Spain,Valencia CF,Sofiane Féghouli,sofiane-feghouli,26.12.1989,178,71,Right Midfielder,188,71,48,69,25,31,3,0,Midfielder
Germany,Werder Bremen,Sokratis Papastathopoulos,sokratis-papastathopoulos,09.06.1988,185,82,Center Back,260,128,60,72,8,62,7,1,Defender
Spain,Valencia CF,Soldado,soldado,27.05.1985,179,72,Center Forward,317,148,67,102,149,80,0,3,Forward
Germany,Eintracht Frankfurt,Sonny Kittel,sonny-kittel,06.01.1993,178,65,Attacking Midfielder,53,23,9,21,12,6,0,0,Midfielder
Germany,VfL Wolfsburg,Sotirios Kyrgiakos,sotirios-kyrgiakos,23.07.1979,193,88,Center Back,284,125,74,85,18,49,3,3,Defender
Germany,VfB Stuttgart,Soufian Benyamina,soufian-benyamina,02.03.1990,189,78,Center Forward,161,55,56,50,41,8,0,1,Forward
France,Montpellier HSC,Souleymane Camara,souleymane-camara,22.12.1982,174,72,Right Winger,335,139,93,103,56,27,0,0,Forward
France,Olympique Marseille,Souleymane Diawara,souleymane-diawara,24.12.1978,185,74,Center Back,428,185,103,140,18,76,3,3,Defender
Germany,VfL Wolfsburg,Srđan Lakić,srdjan-lakic,02.10.1983,186,82,Center Forward,205,81,51,73,60,26,0,1,Forward
France,Olympique Lyon,Steed Malbranque,steed-malbranque,06.01.1980,173,72,Attacking Midfielder,578,234,148,196,70,48,0,0,Midfielder
France,Lille OSC,Steeve Elana,steeve-elana,11.07.1980,185,80,missing,172,65,49,58,0,2,0,0,Missing
France,Toulouse FC,Steeve Yago,steeve-yago,16.12.1992,180,72,missing,50,17,15,18,0,6,0,0,Missing
Germany,Eintracht Frankfurt,Stefan Aigner,stefan-aigner,20.08.1987,185,72,Right Midfielder,226,85,56,85,48,37,1,1,Midfielder
Spain,Real Zaragoza,Stefan Babović,stefan-babovic,07.01.1987,180,72,Attacking Midfielder,144,82,20,42,19,24,3,1,Midfielder
Germany,1. FSV Mainz 05,Stefan Bell,stefan-bell,24.08.1991,192,86,Center Back,144,65,34,45,12,19,1,0,Defender
Germany,Bayer Leverkusen,Stefan Kießling,stefan-kiessling,25.01.1984,191,80,Center Forward,412,186,82,144,149,42,0,2,Forward
Germany,Bayer Leverkusen,Stefan Reinartz,stefan-reinartz,01.01.1989,189,83,Center Back,237,121,54,62,12,51,0,0,Defender
Germany,Fortuna Düsseldorf,Stefan Reisinger,stefan-reisinger,14.09.1981,185,82,Center Forward,335,117,76,142,83,31,0,0,Forward
Germany,1899 Hoffenheim,Stefan Thesker,stefan-thesker,11.04.1991,190,82,Center Back,52,25,14,13,2,10,0,0,Defender
Germany,Eintracht Frankfurt,Stefano Celozzi,stefano-celozzi,02.11.1988,171,65,Right Fullback,199,78,52,69,3,10,0,1,Defender
Germany,Fortuna Düsseldorf,Stelios Malezas,stelios-malezas,11.03.1985,192,80,Center Back,171,85,41,45,4,28,0,0,Defender
France,Évian Thonon Gaillard,Stephan Andersen,stephan-andersen,26.11.1981,188,82,Goalkeeper,252,102,55,95,0,5,0,0,Defender
Germany,SpVgg Greuther Fürth,Stephan Fürstner,stephan-fuerstner,11.09.1987,178,71,Defensive Midfielder,241,92,72,77,14,36,1,1,Midfielder
Germany,FC Augsburg,Stephan Hain,stephan-hain,27.09.1988,180,75,Center Forward,102,36,31,35,17,7,0,0,Forward
Germany,1899 Hoffenheim,Stephan Schröck,stephan-schroeck,21.08.1986,170,68,Right Midfielder,229,103,50,76,9,49,4,0,Midfielder
France,OGC Nice,Stéphane Bahoken,stephane-bahoken,28.05.1992,175,70,missing,21,4,7,10,2,2,0,0,Missing
France,ESTAC Troyes,Stéphane Darbion,stephane-darbion,22.03.1984,181,66,Attacking Midfielder,176,56,48,72,25,15,0,0,Midfielder
England,Queens Park Rangers,Stéphane Mbia,stephane-mbia,20.05.1986,189,82,Defensive Midfielder,303,133,85,85,20,77,2,6,Midfielder
France,AS Saint-Étienne,Stéphane Ruffier,stephane-ruffier,27.09.1986,188,85,Goalkeeper,235,94,67,74,0,11,0,0,Defender
England,Sunderland AFC,Stéphane Sessegnon,stephane-sessegnon,01.06.1984,172,72,Right Midfielder,304,102,89,113,42,38,0,5,Midfielder
France,ESTAC Troyes,Stéphen Drouin,stephen-drouin,27.01.1984,186,80,missing,99,37,28,34,1,18,0,0,Missing
England,Ipswich Town,Stephen Henderson,stephen-henderson,02.05.1988,188,87,Goalkeeper,105,38,23,44,0,2,0,0,Defender
England,Aston Villa,Stephen Ireland,stephen-ireland,22.08.1986,175,68,Attacking Midfielder,270,96,62,112,31,19,0,1,Midfielder
England,Fulham FC,Stephen Kelly,stephen-kelly,06.09.1983,181,77,Right Fullback,290,111,70,109,2,22,0,1,Defender
England,Liverpool FC,Stephen Sama,stephen-sama,05.03.1993,188,NA,missing,7,4,3,0,0,1,0,0,Missing
England,Bolton Wanderers,Stephen Warnock,stephen-warnock,12.12.1981,183,77,Left Fullback,400,159,107,134,16,71,1,1,Defender
England,Southampton FC,Steve De Ridder,steve-de-ridder,25.02.1987,179,73,Right Winger,146,53,36,57,19,20,2,0,Forward
England,Newcastle United,Steve Harper,steve-harper,14.03.1975,188,82,missing,220,97,58,65,0,1,0,0,Missing
France,Olympique Marseille,Stéve Mandanda,steve-mandanda,28.03.1985,185,82,Goalkeeper,350,167,86,97,0,10,1,1,Defender
England,Norwich City,Steve Morison,steve-morison,29.08.1983,188,76,missing,233,85,59,89,65,25,0,1,Missing
England,Tottenham Hotspur,Steven Caulker,steven-caulker,29.12.1991,191,76,Center Back,186,63,43,80,12,12,0,0,Defender
Germany,Hannover 96,Steven Cherundolo,steven-cherundolo,19.02.1979,172,69,Right Fullback,492,206,113,173,9,73,5,1,Defender
England,Southampton FC,Steven Davis,steven-davis_2,01.01.1985,170,60,Defensive Midfielder,443,189,115,139,39,21,0,0,Midfielder
England,Sunderland AFC,Steven Fletcher,steven-fletcher,26.03.1987,186,76,Center Forward,348,111,77,160,101,20,0,0,Forward
England,Liverpool FC,Steven Gerrard,steven-gerrard,30.05.1980,188,83,Center Midfielder,765,418,176,171,194,76,4,3,Midfielder
England,Everton FC,Steven Naismith,steven-naismith,14.09.1986,175,72,Center Forward,324,165,68,91,76,43,0,0,Forward
England,Stoke City,Steven N'Zonzi,steven-nzonzi,15.12.1988,180,75,Defensive Midfielder,211,58,67,86,9,34,1,2,Midfielder
England,Everton FC,Steven Pienaar,steven-pienaar,17.03.1982,176,66,Attacking Midfielder,424,203,111,110,45,64,3,1,Midfielder
England,West Bromwich Albion,Steven Reid,steven-reid,10.03.1981,180,75,Right Fullback,266,97,71,98,19,50,0,1,Defender
England,Fulham FC,Steven Sidwell,steven-sidwell,14.12.1982,178,70,Center Midfielder,399,187,90,122,57,67,2,2,Midfielder
England,Newcastle United,Steven Taylor,steven-taylor,23.01.1986,188,81,missing,260,100,73,87,14,36,3,2,Missing
England,Norwich City,Steven Whittaker,steven-whittaker,16.06.1984,186,87,Right Fullback,387,191,79,117,28,47,2,1,Defender
France,Olympique Marseille,Stevy Nzambe,stevy-nzambe,04.09.1991,173,70,missing,3,0,1,2,0,0,0,0,Missing
England,Liverpool FC,Stewart Downing,stewart-downing,22.07.1984,182,70,Left Midfielder,481,188,121,172,44,12,0,0,Midfielder
England,Aston Villa,Stilian Petrov,stilian-petrov,05.07.1979,180,77,Center Midfielder,465,234,112,119,52,74,1,0,Midfielder
England,Reading FC,Stuart Taylor,stuart-taylor,28.11.1980,195,86,Goalkeeper,69,29,18,22,0,1,0,0,Defender
Spain,Athletic Bilbao,Susaeta,susaeta_3,14.12.1987,179,68,Right Winger,293,116,70,107,42,40,2,0,Forward
Germany,Borussia Dortmund,Sven Bender,sven-bender,27.04.1989,185,72,Defensive Midfielder,258,131,63,64,8,34,0,0,Midfielder
Germany,Sportfreunde Siegen,Sven Michel,sven-michel_2,15.07.1990,178,NA,missing,67,31,16,20,28,17,0,0,Missing
Germany,Hamburger SV,Sven Neuhaus,sven-neuhaus,04.04.1978,192,90,missing,199,78,54,67,0,2,0,0,Missing
Germany,1899 Hoffenheim,Sven Schipplock,sven-schipplock,08.11.1988,185,79,Center Forward,198,69,50,79,68,33,1,1,Forward
Germany,VfB Stuttgart,Sven Ulreich,sven-ulreich,03.08.1988,189,80,Goalkeeper,265,109,59,97,0,18,0,0,Defender
France,Paris Saint-Germain,Sylvain Armand,sylvain-armand,01.08.1980,182,82,Left Fullback,494,206,133,155,20,64,3,5,Defender
England,Everton FC,Sylvain Distin,sylvain-distin,16.12.1977,191,85,Center Back,562,220,145,197,11,51,1,1,Defender
France,SC Bastia,Sylvain Marchal,sylvain-marchal,10.02.1980,184,80,Center Back,286,95,87,104,7,68,1,0,Defender
England,Newcastle United,Sylvain Marveaux,sylvain-marveaux,15.04.1986,172,64,Left Midfielder,170,60,48,62,20,10,0,0,Midfielder
France,Lille OSC,Sylvio Rodelin,sylvio-rodelin,18.11.1989,192,70,missing,98,43,28,27,11,0,0,0,Missing
Germany,Hannover 96,Szabolcs Huszti,szabolcs-huszti,18.04.1983,173,72,Right Midfielder,297,127,67,103,61,50,2,2,Midfielder
England,Southampton FC,Tadanari Lee,tadanari-lee,19.12.1985,182,74,Center Forward,152,61,37,54,42,11,0,0,Forward
Germany,Eintracht Frankfurt,Takashi Inui,takashi-inui,02.06.1988,169,59,Attacking Midfielder,153,64,33,56,28,17,2,0,Midfielder
Germany,1899 Hoffenheim,Takashi Usami,takashi-usami,06.05.1992,178,69,Attacking Midfielder,107,45,20,42,24,5,0,0,Midfielder
Germany,VfB Stuttgart,Tamás Hajnal,tamas-hajnal,15.03.1981,170,67,Attacking Midfielder,348,129,89,130,59,40,1,0,Midfielder
Germany,FC Schalke 04,Teemu Pukki,teemu-pukki,29.03.1990,180,78,Center Forward,162,77,28,57,44,7,0,0,Forward
Germany,SpVgg Greuther Fürth,Thanos Petsos,thanos-petsos,05.06.1991,184,80,Defensive Midfielder,154,67,37,50,18,26,0,1,Midfielder
England,Arsenal FC,Theo Walcott,theo-walcott,16.03.1989,170,68,Center Forward,355,204,75,76,82,13,0,0,Forward
Germany,Werder Bremen,Theodor Gebre Selassie,theodor-gebre-selassie,24.12.1986,181,71,Right Fullback,194,81,48,65,11,15,0,0,Defender
France,Paris Saint-Germain,Thiago Motta,thiago-motta,28.08.1982,186,75,Center Midfielder,349,210,77,62,37,92,3,9,Midfielder
France,Paris Saint-Germain,Thiago Silva,thiago-silva,22.09.1984,183,79,Center Back,307,174,78,55,21,28,0,2,Defender
France,ESTAC Troyes,Thiago Xavier,thiago-xavier,27.12.1983,180,75,missing,152,49,46,57,5,34,0,1,Missing
Spain,FC Barcelona,Thiago,thiago_17,11.04.1991,172,71,Attacking Midfielder,164,125,21,18,20,16,1,0,Midfielder
Spain,Atlético Madrid,Thibaut Courtois,thibaut-courtois,11.05.1992,199,88,Goalkeeper,210,130,47,33,0,6,0,1,Defender
France,FC Sochaux,Thierry Doubaï,thierry-doubai,01.07.1988,180,75,Defensive Midfielder,134,67,25,42,5,12,1,0,Midfielder
France,AS Nancy,Thomas Ayasse,thomas-ayasse,17.02.1987,183,75,missing,149,49,49,51,16,19,0,0,Missing
England,Arsenal FC,Thomas Eisfeld,thomas-eisfeld,18.01.1993,177,65,Center Midfielder,44,21,4,19,15,4,0,0,Midfielder
Germany,VfL Wolfsburg,Thomas Kahlenberg,thomas-kahlenberg,20.03.1983,183,72,Attacking Midfielder,275,117,60,98,32,23,0,2,Midfielder
Germany,SpVgg Greuther Fürth,Thomas Kleine,thomas-kleine,28.12.1977,191,82,Center Back,354,151,76,127,25,42,1,2,Defender
France,AS Nancy,Thomas Mangani,thomas-mangani,29.04.1987,183,78,Center Back,140,45,49,46,3,21,0,0,Defender
Germany,Bayern München,Thomas Müller,thomas-mueller,13.09.1989,186,74,Attacking Midfielder,355,243,59,53,142,17,1,0,Midfielder
Germany,SpVgg Greuther Fürth,Thomas Pledl,thomas-pledl,23.05.1994,174,65,missing,84,36,19,29,11,10,0,0,Missing
England,Stoke City,Thomas Sørensen,thomas-soerensen,12.06.1976,195,89,Goalkeeper,511,196,135,180,0,10,0,0,Defender
England,Arsenal FC,Thomas Vermaelen,thomas-vermaelen,14.11.1985,180,73,Center Back,347,193,57,97,27,54,1,3,Defender
France,SC Bastia,Thomas Vincensini,thomas-vincensini,12.09.1993,184,NA,Goalkeeper,1,0,0,1,0,0,0,0,Defender
Germany,Bor. Mönchengladbach,Thorben Marx,thorben-marx,01.06.1981,184,83,Defensive Midfielder,317,136,75,106,17,56,0,0,Midfielder
Spain,Deportivo La Coruña,Tiago Pinto,tiago-pinto,01.02.1988,177,75,Left Fullback,102,29,28,45,2,25,1,0,Defender
Spain,Atlético Madrid,Tiago,tiago_3,02.05.1981,183,71,Attacking Midfielder,390,230,85,75,36,92,0,2,Midfielder
Germany,VfB Stuttgart,Tim Hoogland,tim-hoogland,11.06.1985,183,75,Right Fullback,154,82,34,38,19,12,0,1,Defender
England,Everton FC,Tim Howard,tim-howard,06.03.1979,195,88,Goalkeeper,516,251,130,135,1,18,0,1,Defender
England,Newcastle United,Tim Krul,tim-krul,03.04.1988,188,74,Goalkeeper,180,77,35,68,0,12,0,1,Defender
Germany,1899 Hoffenheim,Tim Wiese,tim-wiese,17.12.1981,193,100,Goalkeeper,387,163,84,140,0,27,1,3,Defender
Germany,1. FC Nürnberg,Timm Klose,timm-klose,09.05.1988,193,87,missing,146,64,41,41,10,19,1,0,Missing
Germany,1. FC Nürnberg,Timmy Simons,timmy-simons,11.12.1976,186,79,Defensive Midfielder,595,322,125,148,68,46,0,1,Midfielder
Germany,1. FC Nürnberg,Timo Gebhart,timo-gebhart,12.04.1989,182,83,Attacking Midfielder,177,82,38,57,21,45,2,0,Midfielder
Germany,FC Schalke 04,Timo Hildebrand,timo-hildebrand,05.04.1979,186,80,Goalkeeper,438,200,99,139,0,14,0,0,Defender
Spain,CA Osasuna,Timor,timor_2,17.01.1989,185,77,Center Midfielder,80,19,30,31,9,28,1,0,Midfielder
France,OGC Nice,Timothée Kolodziejczak,timothee-kolodziejczak,01.10.1991,181,69,Left Fullback,101,49,18,34,2,17,0,0,Defender
Germany,1. FC Nürnberg,Timothy Chandler,timothy-chandler,29.03.1990,186,81,Right Midfielder,191,64,52,75,16,28,1,1,Midfielder
Spain,Valencia CF,Tino Costa,tino-costa,09.01.1985,176,75,Attacking Midfielder,207,105,48,54,33,64,1,2,Midfielder
Spain,Rayo Vallecano,Tito,tito_10,11.07.1985,174,62,missing,125,45,23,57,4,38,1,0,Missing
England,Sunderland AFC,Titus Bramble,titus-bramble,21.07.1981,187,87,Center Back,365,146,85,134,15,71,1,1,Defender
Germany,Fortuna Düsseldorf,Tobias Levels,tobias-levels,22.11.1986,186,81,Right Fullback,218,74,57,87,2,53,1,1,Defender
Germany,SpVgg Greuther Fürth,Tobias Mikkelsen,tobias-mikkelsen,18.09.1986,179,72,Right Winger,167,75,37,55,20,19,0,0,Forward
Germany,Bayer Leverkusen,Tobias Steffen,tobias-steffen,03.06.1992,175,67,Center Forward,148,72,22,54,52,14,1,0,Forward
Germany,FC Augsburg,Tobias Werner,tobias-werner,19.07.1985,176,66,Left Midfielder,257,97,61,99,43,51,0,0,Midfielder
France,SC Bastia,Toifilou Maoulida,toifilou-maoulida,08.06.1979,184,77,Center Forward,448,157,122,169,99,44,2,2,Forward
Germany,Hamburger SV,Tolgay Arslan,tolgay-arslan,16.08.1990,180,77,Attacking Midfielder,156,63,32,61,41,29,0,1,Midfielder
England,Manchester United,Tom Cleverley,tom-cleverley,12.08.1989,175,67,missing,167,80,41,46,22,15,0,1,Missing
England,Queens Park Rangers,Tom Hitchcock,tom-hitchcock,01.10.1992,178,NA,missing,45,18,10,17,12,7,0,0,Missing
England,Tottenham Hotspur,Tom Huddlestone,tom-huddlestone,28.12.1986,188,80,Defensive Midfielder,370,162,93,115,21,49,1,4,Midfielder
Germany,Hamburger SV,Tom Mickel,tom-mickel,19.04.1989,186,81,Goalkeeper,94,44,21,29,0,2,0,0,Defender
Germany,Bayern München,Tom Starke,tom-starke,18.03.1981,194,91,Goalkeeper,276,105,63,108,0,7,0,0,Defender
Germany,Werder Bremen,Tom Trybull,tom-trybull,09.03.1993,181,72,Defensive Midfielder,110,42,30,38,3,18,2,0,Midfielder
Germany,1. FC Nürnberg,Tomáš Pekhart,tomas-pekhart,26.05.1989,194,80,Center Forward,197,83,46,68,58,26,1,0,Forward
Germany,Hamburger SV,Tomás Rincón,tomas-rincon,13.01.1988,175,75,Defensive Midfielder,177,61,44,72,0,43,2,2,Midfielder
England,Arsenal FC,Tomáš Rosický,tomas-rosicky,04.10.1980,178,67,Attacking Midfielder,500,255,110,135,71,62,3,0,Midfielder
Spain,RCD Mallorca,Tomer Hemed,tomer-hemed,02.05.1987,183,81,Center Forward,112,34,27,51,32,9,0,0,Forward
Spain,Real Zaragoza,Toni Doblas,toni-doblas,05.08.1980,184,78,Goalkeeper,189,67,55,67,0,24,1,1,Defender
Germany,Bayern München,Toni Kroos,toni-kroos,04.01.1990,182,78,Attacking Midfielder,318,206,59,53,45,40,0,0,Midfielder
Spain,Celta Vigo,Toni,toni_12,04.04.1990,175,69,Left Midfielder,88,34,20,34,5,13,0,0,Midfielder
Spain,Granada CF,Toño,tono,17.12.1979,182,82,Goalkeeper,214,65,64,85,0,21,0,5,Defender
England,Everton FC,Tony Hibbert,tony-hibbert,20.02.1981,172,70,Right Fullback,318,140,71,107,0,47,1,2,Defender
Germany,Bor. Mönchengladbach,Tony Jantschke,tony-jantschke,07.04.1990,177,74,Right Fullback,185,92,42,51,11,22,1,0,Defender
Spain,Athletic Bilbao,Toquero,toquero,09.08.1984,182,79,Center Forward,212,88,48,76,28,32,0,0,Forward
Germany,FC Augsburg,Torsten Oehrl,torsten-oehrl,07.01.1986,191,84,Center Forward,225,76,62,87,55,21,0,1,Forward
Germany,FC Schalke 04,Tranquillo Barnetta,tranquillo-barnetta,22.05.1985,178,68,Left Midfielder,380,168,94,118,40,44,2,0,Midfielder
Spain,Rayo Vallecano,Trashorras,trashorras,28.02.1981,179,71,Attacking Midfielder,219,75,53,91,22,37,1,0,Midfielder
